"hoscode","hosname","hostype","address","road","mu","subdistcode","distcode","provcode","postcode","hoscodenew","bed","level_service","bedhos","hdc_regist","dep","hmain_sent","register_date","mcode","amcode","tmcode","lat","lon"
12145,"มหาชัยแม่กลองโรงพยาบาลทั่วไปขนาดกลาง",15,"158/1 ถนนราษฎร์ประสิทธิ์","","00","01","01",75,75000,"001214500",60,"-",60,0,"","","2009-12-03",29000,7501,750101,13.38749300000000000000,99.99399100000000000000
12149,"สถานพยาบาลผลกำเนิดศิริ",15,"65  ถ.พระทรง","","00","01","01",76,76000,"001214900",10,"-",10,0,"","",NULL,29000,7601,760101,13.10624700000000000000,99.95029000000000000000
12159,"โรงพยาบาลเพชรรัชต์",15,"99/9 ถ.บันไดอิฐ","","06",11,"01",76,76000,"001215900",100,"-",100,0,"","",NULL,29000,7601,760111,13.10292900000000000000,99.93550000000000000000
12164,"สถานพยาบาลชีวาศรม",15,"73/4 5 ถ.เพชรเกษม ","","00","04","07",77,"-","001216400",59,"-",59,0,"","",NULL,29000,7707,770704,12.53708200000000000000,99.96760400000000000000
12275,"โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ)","06",81,"",10,"03",24,40,40110,"001227500",250,"23-2.3 ทุติยภูมิระดับสูง",90,1,21002,"",NULL,21000,4024,402403,16.25018387600000000000,102.77262006000000000000
12286,"โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5",11,"429 ถ.ศรีสุริยวงศ์ ต.หน้าเมือง อ.เมือง",NULL,"00","01","01",70,"-","001228600",90,"-",60,1,21009,"",NULL,21000,7001,700101,13.53379500000000000000,99.80909800000000000000
12399,"เทศบาลเมืองสิงห์บุรี",13,"-","","00","01","01",17,16000,"001239900",0,"10-1 ปฐมภูมิ",0,1,"","",NULL,23000,1701,170101,14.89118430221931200000,100.40298898085939000000
12405,"เทศบาลเมืองจันทบุรี2",13,"ถ.ท่าแฉลบ ","","00","01","01",22,"-","001240500",0,"10-1 ปฐมภูมิ",0,1,"","",NULL,23000,2201,220101,12.59279754614253300000,102.09135930511616000000
12420,"เทศบาลอุทัยธานี",13,"-","","00","01","01",61,61000,"001242000",0,"10-1 ปฐมภูมิ",0,1,"","",NULL,23000,6101,610101,15.38262020000000000000,100.02413110000000000000
12421,"เทศบาลเมืองสมุทรสงคราม",13,"-","","00","01","01",75,"-","001242100",0,"10-1 ปฐมภูมิ",0,0,"","",NULL,23000,7501,750101,13.40972000000000000000,100.00211800000000000000
12422,"เทศบาลตำบลอัมพวา",13,"-","","00","01","03",75,"-","001242200",0,"10-1 ปฐมภูมิ",0,0,"","",NULL,23000,7503,750301,13.42425700000000000000,99.95600600000000000000
12423,"ศูนย์บริการสาธารณสุขเทศบาลเมืองเพชรบุรี",13,"169 ถ.พานิชเจริญ","","00","01","01",76,76000,"001242300",0,"10-1 ปฐมภูมิ",0,1,"","",NULL,23000,7601,760101,13.10418700000000000000,99.94919100000000000000
12427,"ศูนย์บริการสาธารณสุขเทศบาลนครภูเก็ต 1",13,"-","","00","01","01",83,83000,"001242700",0,"10-1 ปฐมภูมิ",0,1,"","",NULL,23000,8301,830101,7.88447410367473400000,98.39155984180297000000
12429,"เทศบาลเมืองนาสาร",13,"-","","00","01",12,84,84120,"001242900",0,"10-1 ปฐมภูมิ",0,1,"","",NULL,23000,8412,841201,8.80528492671915000000,99.36912905002600000000
12446,"หน่วยตรวจโรคศูนย์สงครามพิเศษ",13,"130 ถนนนารายณ์มหาราช","","03","01","01",16,15000,"001244600",0,"10-1 ปฐมภูมิ",0,1,"","",NULL,"02000",1601,160101,14.81170700000000000000,100.68864600000000000000
12458,"กรมการสัตว์ทหารบก",13,"-","","00","04","01",73,"-","001245800",0,"10-1 ปฐมภูมิ",0,0,"","",NULL,"02000",7301,730104,13.82714600000000000000,100.09306400000000000000
12470,"สถานีกาชาดที่ 8 เอื้ออนามัย ",13,"91 ถ.มาตยาวงษ์","","00","01","01",76,76000,"001247000",2,"10-1 ปฐมภูมิ",2,1,"","",NULL,30002,7601,760101,13.10731400000000000000,99.95013400000000000000
12471,"สถานีกาชาดหัวหินเฉลิมพระเกียรติ",12,"25 ถ.ดำเนินเกษม ","","00","01","07",77,"-","001247100",10,"-",10,1,"","",NULL,30002,7707,770701,12.56792800000000000000,99.95737100000000000000
12793,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านถ่อน",18,"-","",10,"03","04",37,"-","001279300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3704,370403,15.72736986500000000000,104.83297798000000000000
13718,"วิทยาลัยพยาบาลบรมราชชนนี ราชบุรี",10,"-",NULL,"-","01","01",70,"-","001371800","-","-","-",0,21002,"",NULL,21000,7001,700101,13.53024900000000000000,99.81776300000000000000
13733,"วิทยาลัยพยาบาลบรมราชชนนี จักรีรัช ราชบุรี",10,"-",NULL,"-","01","01",70,"-","001373300","-","-","-",0,21002,"",NULL,21000,7001,700101,13.83630300000000000000,99.82777700000000000000
13737,"วิทยาลัยพยาบาลบรมราชชนนี สุพรรณบุรี",10,"-","","-","01","01",72,"-","001373700","-","-","-",0,21002,"",NULL,21000,7201,720101,14.51693300000000000000,100.13503900000000000000
13738,"วิทยาลัยพยาบาลพระปกเกล้า",10,"36 ถ.เลียบเนิน","","-","01","01",22,22000,"001373800","-","-","-",0,21002,"",NULL,21000,2201,220101,12.60692594953696000000,102.10322867525088000000
13740,"วิทยาลัยพยาบาลบรมราชชนนี จอมเกล้า เพชรบุรี",10,203,"","02","05","01",76,76000,"001374000","-","-","-",0,21002,"",NULL,21000,7601,760105,13.12162900000000000000,99.93640700000000000000
13747,"โรงพยาบาลราชสาส์น","07",114 ,"","01","03","07",24,24120,"001374700",30,"21-2.1 ทุติยภูมิระดับต้น",12,1,21002,"",NULL,21000,2407,240703,13.81758533900000000000,101.30420682000000000000
13775,"สถาบันพัฒนาการเด็กราชนครินทร์",11,"-",NULL,"04",10,"07",50,"-","001377500",60,NULL,60,1,21008,"",NULL,21000,5007,500710,18.85076193073544000000,98.96302041861873000000
13806,"โรงพยาบาลกาบัง","07","-","","05","01","07",95,95120,"001380600",30,"21-2.1 ทุติยภูมิระดับต้น",25,1,21002,"",NULL,21000,9507,950701,6.42745793720000000000,101.02436181000000000000
13812,"โรงพยาบาลส่งเสริมสุขภาพตำบลท้ายบ้าน",18,"1279/100","","06",16,"01",11,10270,"001381200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,1101,110116,13.55763100000000000000,100.59253600000000000000
13816,"โรงพยาบาลเกาะช้าง","07","21/1 ","","02","01","07",23,23170,"001381600",24,"21-2.1 ทุติยภูมิระดับต้น",26,1,21002,"",NULL,21000,2307,230701,12.10997515702964700000,102.34759053928099000000
13817,"โรงพยาบาลเขาฉกรรจ์","07","-","","06","01","07",27,"-","001381700",30,"21-2.1 ทุติยภูมิระดับต้น",51,1,21002,"",NULL,21000,2707,270701,13.65105902500000000000,102.09066165000000000000
13818,"โรงพยาบาลจะแนะ","07","266/5","","02","01",12,96,96220,"001381800",0,"",37,1,21002,"",NULL,21000,9612,961201,6.13150280780000000000,101.69691310000000000000
13819,"โรงพยาบาลหลวงพ่อเปิ่น","07","-","","02",21,"03",73,"-","001381900",30,"21-2.1 ทุติยภูมิระดับต้น",33,1,21002,"",NULL,21000,7303,730321,13.89956189400000000000,100.21537625000000000000
13820,"โรงพยาบาลส่งเสริมสุขภาพตำบลวัดเกตุ ตำบลท่าวุ้ง",18,"-","",10,"01","05",16,15150,"001382000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,1605,160501,14.81955069000000000000,100.48722670000000000000
13821,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านไร่หนึ่ง",18,"-","","01","04","07",20,"-","001382100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2007,200704,13.09598258726842000000,100.96987930782984000000
13822,"โรงพยาบาลส่งเสริมสุขภาพตำบลวังโตนด",18,"-","","04","02","09",22,"-","001382200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2209,220902,12.67969621008221600000,101.94793449135557000000
13823,"โรงพยาบาลส่งเสริมสุขภาพตำบลหมู่ 4 ตำบลท่าตะเกียบ",18,9,"","04","01",10,24,24160,"001382300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2410,241001,13.44559823000000000000,101.61294580000000000000
13824,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านทุ่งตะลุมพุก ตำบลโนนห้อม",18,"-","",12,13,"01",25,"-","001382400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2501,250113,14.10161300000000000000,101.47811899999999000000
13825,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคลอง 14 เหนือ ตำบลคลองใหญ่",18,"-","","05",11,"04",26,"-","001382500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,2604,260411,14.12663569700000000000,100.91947536000000000000
13826,"โรงพยาบาลส่งเสริมสุขภาพตำบลโพนสูง",18,122 ,"","04","08","01",30,"-","001382600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3001,300108,15.01318598995342600000,102.09959200391200000000
13827,"โรงพยาบาลส่งเสริมสุขภาพตำบลหนองยารักษ์",18,"","",12,14,"01",30,"-","001382700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3001,300114,15.04959506000000000000,102.06365615000000000000
13828,"โรงพยาบาลส่งเสริมสุขภาพตำบลราษฎร์สามัคคี",18,"-","","07","03","03",30,"-","001382800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3003,300303,14.31691100000000000000,102.42719200000000000000
13829,"โรงพยาบาลส่งเสริมสุขภาพตำบลคลองกลาง",18,"-","",15,"02","07",30,"-","001382900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3007,300702,14.77087061300000000000,102.13562212000000000000
13830,"โรงพยาบาลส่งเสริมสุขภาพตำบลตะคร้อ",18,"-","","05","02","09",30,"-","001383000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3009,300902,15.20664478700000000000,102.05255758000000000000
13831,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดู่",18,"-","",16,"01",14,30,"-","001383100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3014,301401,14.73450280000000000000,102.05723763000000000000
13832,"โรงพยาบาลส่งเสริมสุขภาพตำบลตลาดไทร",18,"-","","01","05",17,30,"-","001383200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3017,301705,15.17328000700000000000,102.84665978000000000000
13833,"โรงพยาบาลส่งเสริมสุขภาพตำบลหนองแวง",18,203 ,"","05",10,18,30,"-","001383300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3018,301810,14.80170825000000000000,101.90347195000000000000
13834,"โรงพยาบาลส่งเสริมสุขภาพตำบลกุ่มพะยา",18,"-","","03","05",19,30,"-","001383400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3019,301905,15.03399475700000000000,101.92232689000002000000
13835,"โรงพยาบาลส่งเสริมสุขภาพตำบลคลองสะท้อน",18,"-","","05","02",25,30,"-","001383500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3025,302502,14.40418845800000000000,101.68911676000000000000
13836,"โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านสะแกซำ ตำบลสะแกซำ",18,"-","","02",25,"01",31,"-","001383600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,3101,310125,14.88242741300000000000,103.10078162000000000000
